filename,label
jet_000878.png,1
jet_000184.png,0
jet_000799.png,1
jet_000085.png,0
jet_000727.png,0
jet_000849.png,0
jet_000299.png,0
jet_000490.png,0
jet_000107.png,1
jet_000825.png,0
jet_000355.png,0
jet_000007.png,1
jet_000446.png,0
jet_000179.png,0
jet_000970.png,1
jet_000952.png,1
jet_000670.png,1
jet_000389.png,1
jet_000109.png,1
jet_000709.png,0
jet_000945.png,1
jet_000347.png,1
jet_000391.png,1
jet_000086.png,1
jet_000966.png,1
jet_000220.png,1
jet_000924.png,1
jet_000895.png,1
jet_000776.png,1
jet_000521.png,1
jet_000369.png,0
jet_000640.png,0
jet_000114.png,1
jet_000879.png,1
jet_000238.png,0
jet_000572.png,0
jet_000394.png,0
jet_000748.png,1
jet_000798.png,0
jet_000075.png,1
jet_000586.png,1
jet_000740.png,1
jet_000201.png,1
jet_000343.png,0
jet_000716.png,1
jet_000542.png,0
jet_000092.png,1
jet_000321.png,0
jet_000582.png,0
jet_000422.png,1
jet_000013.png,0
jet_000346.png,1
jet_000144.png,1
jet_000402.png,1
jet_000306.png,1
jet_000843.png,0
jet_000781.png,1
jet_000773.png,0
jet_000283.png,0
jet_000961.png,1
jet_000200.png,0
jet_000685.png,1
jet_000330.png,1
jet_000836.png,1
jet_000320.png,1
jet_000370.png,1
jet_000450.png,0
jet_000141.png,1
jet_000683.png,1
jet_000677.png,1
jet_000091.png,0
jet_000419.png,0
jet_000427.png,0
jet_000062.png,1
jet_000920.png,1
jet_000695.png,0
jet_000477.png,0
jet_000984.png,1
jet_000576.png,0
jet_000546.png,0
jet_000741.png,1
jet_000723.png,0
jet_000810.png,1
jet_000686.png,1
jet_000122.png,0
jet_000329.png,0
jet_000630.png,1
jet_000080.png,0
jet_000792.png,1
jet_000719.png,1
jet_000010.png,1
jet_000689.png,0
jet_000311.png,0
jet_000012.png,1
jet_000768.png,0
jet_000811.png,1
jet_000021.png,1
jet_000219.png,1
jet_000084.png,0
jet_000827.png,0
jet_000894.png,0
jet_000600.png,1
jet_000618.png,1
jet_000326.png,0
jet_000170.png,0
jet_000752.png,1
jet_000414.png,0
jet_000161.png,1
jet_000253.png,1
jet_000664.png,1
jet_000202.png,1
jet_000462.png,1
jet_000102.png,0
jet_000978.png,1
jet_000833.png,1
jet_000413.png,1
jet_000860.png,1
jet_000069.png,1
jet_000056.png,1
jet_000828.png,0
jet_000373.png,1
jet_000977.png,1
jet_000848.png,0
jet_000956.png,1
jet_000880.png,1
jet_000272.png,1
jet_000859.png,0
jet_000949.png,1
jet_000588.png,0
jet_000823.png,0
jet_000512.png,0
jet_000738.png,1
jet_000840.png,1
jet_000557.png,0
jet_000474.png,1
jet_000001.png,1
jet_000407.png,0
jet_000448.png,0
jet_000479.png,1
jet_000590.png,0
jet_000922.png,1
jet_000103.png,0
jet_000982.png,0
jet_000255.png,0
jet_000405.png,1
jet_000612.png,1
jet_000890.png,0
jet_000204.png,1
jet_000989.png,1
jet_000243.png,0
jet_000207.png,0
jet_000800.png,0
jet_000645.png,1
jet_000364.png,0
jet_000222.png,0
jet_000178.png,0
jet_000754.png,0
jet_000440.png,1
jet_000224.png,1
jet_000953.png,0
jet_000002.png,1
jet_000975.png,0
jet_000371.png,1
jet_000197.png,1
jet_000988.png,1
jet_000850.png,1
jet_000181.png,1
jet_000747.png,1
jet_000710.png,1
jet_000558.png,1
jet_000262.png,1
jet_000913.png,1
jet_000941.png,1
jet_000589.png,0
jet_000180.png,0
jet_000256.png,0
jet_000602.png,1
jet_000133.png,0
jet_000274.png,1
jet_000938.png,0
jet_000441.png,0
jet_000624.png,1
jet_000783.png,0
jet_000641.png,1
jet_000620.png,1
jet_000218.png,0
jet_000199.png,0
jet_000497.png,1
jet_000254.png,1
jet_000573.png,0
jet_000593.png,1
jet_000247.png,0
jet_000594.png,0
jet_000445.png,0
jet_000290.png,0
jet_000198.png,0
jet_000123.png,1
jet_000215.png,1
jet_000856.png,0
jet_000965.png,1
jet_000567.png,1
jet_000345.png,0
jet_000897.png,0
jet_000287.png,0
jet_000658.png,0
jet_000377.png,1
jet_000766.png,0
jet_000563.png,1
jet_000881.png,1
jet_000912.png,1
jet_000628.png,0
jet_000633.png,0
jet_000148.png,1
jet_000428.png,0
jet_000289.png,1
jet_000742.png,0
jet_000607.png,1
jet_000157.png,0
jet_000192.png,0
jet_000969.png,0
jet_000265.png,1
jet_000049.png,0
jet_000762.png,0
jet_000147.png,0
jet_000135.png,0
jet_000457.png,1
jet_000194.png,1
jet_000105.png,1
jet_000162.png,0
jet_000530.png,0
jet_000704.png,0
jet_000337.png,0
jet_000302.png,0
jet_000005.png,0
jet_000332.png,1
jet_000234.png,1
jet_000039.png,0
jet_000470.png,0
jet_000467.png,1
jet_000809.png,0
jet_000030.png,0
jet_000487.png,0
jet_000746.png,0
jet_000104.png,1
jet_000149.png,0
jet_000696.png,0
jet_000915.png,1
jet_000755.png,1
jet_000785.png,1
jet_000396.png,0
jet_000493.png,0
jet_000451.png,0
jet_000749.png,0
jet_000930.png,1
jet_000339.png,1
jet_000889.png,0
jet_000504.png,0
jet_000518.png,0
jet_000715.png,1
jet_000239.png,0
jet_000937.png,0
jet_000434.png,0
jet_000522.png,0
jet_000910.png,0
jet_000383.png,1
jet_000566.png,1
jet_000023.png,0
jet_000280.png,0
